,Symbol,FullName,source,bill_code,customer_code,fullname
181,600016,中国民生银行股份有限公司,3,b'MDEwMDAxNTg4MQ==',b'NDI5MDIyNDMwNA==',中国民生银行股份有限公司葫芦岛分行
182,600016,中国民生银行股份有限公司,3,b'MDEwMDAxNTg4MQ==',b'NDI5MDIyNTgwOQ==',中国民生银行股份有限公司葫芦岛分行
183,600016,中国民生银行股份有限公司,3,b'MDEwMDAxNTg4MQ==',b'NDMxMjkxOTg1OQ==',中国民生银行股份有限公司长春分行
184,600016,中国民生银行股份有限公司,3,b'MDEwMDAxNTg4MQ==',b'NDMyMDQ4NTc3OA==',中国民生银行股份有限公司吉林分行
185,600016,中国民生银行股份有限公司,3,b'MDEwMDAxNTg4MQ==',b'NDMzMDI0MTgyMQ==',中国民生银行股份有限公司延边分行
186,600016,中国民生银行股份有限公司,3,b'MDEwMDAxNTg4MQ==',b'NDUxMzUwMzA2NA==',中国民生银行股份有限公司哈尔滨分行
187,600016,中国民生银行股份有限公司,3,b'MDEwMDAxNTg4MQ==',b'NDU5MDM1NjMzNQ==',中国民生银行股份有限公司大庆分行
188,600016,中国民生银行股份有限公司,3,b'MDEwMDAxNTg4MQ==',b'NDcxMDgxNDU3NA==',中国民生银行股份有限公司呼和浩特分行
189,600016,中国民生银行股份有限公司,3,b'MDEwMDAxNTg4MQ==',b'NDcyMDQ3MjQ1MQ==',中国民生银行股份有限公司包头分行
190,600016,中国民生银行股份有限公司,3,b'MDEwMDAxNTg4MQ==',b'NDc3MDE5MzgyNQ==',中国民生银行股份有限公司鄂尔多斯分行
